user_id,age,gender,location,signup_date,preferred_brands,spending_power,avg_purchase_value,total_purchases
U01700,36,M,San Jose,2024-12-12,"Apple,HP,Dell",medium,738.34,4
U01701,45,F,Los Angeles,2025-03-11,Samsung,high,1180.61,11
U01702,48,F,Philadelphia,2024-06-21,"HP,Dell",high,528.38,9
U01703,20,Other,Philadelphia,2023-10-24,"Dell,Apple,Sony",low,284.98,3
U01704,42,M,San Jose,2023-11-12,Apple,high,613.31,10
U01705,42,F,Dallas,2024-09-26,Sony,high,1134.92,14
U01706,50,F,San Antonio,2024-12-14,Apple,high,567.39,7
U01707,26,Other,Dallas,2024-07-14,Samsung,medium,377.97,6
U01708,20,M,Houston,2024-06-06,Samsung,low,58.37,6
U01709,29,M,Houston,2024-09-14,"Sony,Samsung",medium,359.07,9
U01710,36,M,Los Angeles,2025-07-09,"Samsung,Dell",medium,628.52,5
U01711,23,F,Dallas,2023-08-19,"Dell,Apple,HP",low,188.04,6
U01712,36,Other,Philadelphia,2023-08-01,"Samsung,Sony,HP",medium,651.96,6
U01713,26,M,Chicago,2023-09-28,Dell,medium,462.89,6
U01714,48,F,Los Angeles,2024-04-08,"Samsung,Apple",high,662.52,12
U01715,36,F,New York,2025-02-20,HP,medium,676.36,9
U01716,18,F,New York,2025-02-11,HP,low,202.38,6
U01717,58,F,San Antonio,2024-06-23,"Samsung,Dell",high,1201.93,16
U01718,41,Other,Chicago,2025-01-06,Samsung,high,924.38,17
U01719,24,M,San Jose,2024-12-01,Samsung,low,54.06,11
U01720,32,F,San Antonio,2023-12-19,Samsung,medium,322.65,12
U01721,35,M,Houston,2025-07-06,Samsung,medium,352.18,7
U01722,56,F,San Diego,2025-05-20,"Apple,Dell,Samsung",high,738.24,8
U01723,40,M,San Diego,2024-05-17,Dell,high,1031.61,4
U01724,41,F,Philadelphia,2024-11-15,"Apple,Samsung,Dell",high,1070.11,5
U01725,50,M,New York,2025-05-09,Samsung,high,1181.66,7
U01726,26,Other,Phoenix,2024-03-16,Samsung,medium,217.43,15
U01727,34,F,Chicago,2025-06-11,HP,medium,377.6,7
U01728,19,M,San Jose,2025-07-12,Dell,low,229.42,9
U01729,34,M,Chicago,2024-10-02,Sony,medium,235.09,9
U01730,45,Other,San Antonio,2024-11-05,"HP,Dell,Sony",high,1231.43,8
U01731,53,M,San Diego,2023-10-10,"Dell,Sony,Samsung",high,796.7,9
U01732,35,Other,San Jose,2025-01-22,"Apple,Dell",medium,415.86,9
U01733,50,Other,Houston,2024-01-26,"Samsung,Dell",high,1054.71,6
U01734,28,F,Dallas,2025-05-24,Samsung,medium,389.99,10
U01735,39,M,San Jose,2023-08-24,"Dell,HP",medium,654.95,8
U01736,30,F,Phoenix,2024-02-25,"Samsung,HP,Dell",medium,349.46,8
U01737,46,M,San Diego,2023-12-19,Samsung,high,419.68,5
U01738,40,M,Los Angeles,2025-06-10,HP,high,849.47,8
U01739,40,Other,New York,2024-11-29,"Sony,Dell,HP",high,1037.03,5
U01740,22,Other,Los Angeles,2024-04-19,Dell,low,122.84,10
U01741,50,M,Houston,2023-11-24,Sony,high,424.28,3
U01742,25,Other,San Jose,2024-11-13,"Sony,Samsung,HP",medium,391.0,5
U01743,34,M,San Diego,2025-04-15,Samsung,medium,285.26,10
U01744,46,F,San Antonio,2024-11-10,Samsung,high,969.07,8
U01745,33,M,Chicago,2025-07-07,"Sony,Samsung",medium,286.61,9
U01746,32,F,Chicago,2024-07-08,"Sony,HP,Dell",medium,727.44,6
U01747,18,F,Houston,2025-01-10,"Apple,Samsung,HP",low,294.04,6
U01748,22,F,Phoenix,2024-05-01,Sony,low,175.55,12
U01749,35,Other,San Diego,2024-02-24,"HP,Sony,Apple",medium,362.58,8
U01750,35,M,Chicago,2025-07-18,"HP,Dell",medium,659.57,4
U01751,46,Other,Philadelphia,2025-05-16,"Sony,Samsung,HP",high,837.83,9
U01752,23,F,San Jose,2023-08-10,Dell,low,156.78,11
U01753,35,Other,Houston,2025-02-15,"Sony,Dell,Apple",medium,360.8,4
U01754,48,F,San Diego,2024-03-30,"Samsung,HP",high,1394.46,7
U01755,43,Other,Chicago,2025-07-11,"Apple,Dell",high,719.15,6
U01756,37,M,Chicago,2023-11-17,Apple,medium,592.47,7
U01757,40,Other,Chicago,2025-02-24,"Sony,Apple,Dell",high,687.1,13
U01758,42,F,Houston,2025-06-15,HP,high,681.3,7
U01759,45,Other,San Jose,2024-06-12,Dell,high,593.24,6
U01760,31,Other,Chicago,2023-10-06,"Samsung,Sony",medium,598.45,8
U01761,28,M,New York,2024-05-13,"Apple,Sony",medium,597.95,8
U01762,37,Other,Dallas,2025-07-01,"HP,Sony,Apple",medium,316.72,8
U01763,55,Other,Los Angeles,2024-12-12,"HP,Apple,Dell",high,627.13,14
U01764,39,Other,Houston,2023-08-07,Apple,medium,691.35,10
U01765,46,M,Chicago,2025-02-23,Samsung,high,1238.53,19
U01766,23,F,Phoenix,2024-02-21,"Apple,Sony,Dell",low,88.41,5
U01767,40,F,Dallas,2024-05-27,"Dell,HP,Samsung",high,1372.36,8
U01768,40,M,San Jose,2025-04-07,"Sony,HP,Dell",high,944.68,15
U01769,36,F,Phoenix,2024-09-19,Apple,medium,225.55,9
U01770,30,F,Chicago,2023-12-23,"Dell,HP,Sony",medium,514.65,6
U01771,22,M,Philadelphia,2024-02-11,"Dell,HP",low,120.44,5
U01772,37,F,Phoenix,2025-03-29,"Dell,Samsung,Apple",medium,377.72,3
U01773,18,M,Los Angeles,2023-11-11,Dell,low,252.17,13
U01774,36,M,Los Angeles,2025-01-12,Apple,medium,383.38,12
U01775,23,M,New York,2024-10-10,HP,low,113.23,9
U01776,48,M,Los Angeles,2024-10-13,"Dell,Apple,HP",high,865.27,5
U01777,49,Other,San Diego,2025-02-21,"HP,Sony",high,990.44,11
U01778,45,Other,Los Angeles,2023-09-30,HP,high,1137.97,8
U01779,26,M,Dallas,2025-07-08,Samsung,medium,725.11,5
U01780,23,F,San Antonio,2025-07-07,"Samsung,Apple,Dell",low,51.35,13
U01781,43,M,Chicago,2024-01-23,"Samsung,Dell",high,526.26,8
U01782,18,M,New York,2024-09-02,"Apple,Sony,HP",low,117.54,8
U01783,55,Other,Houston,2024-01-12,"Apple,Sony,Dell",high,1126.93,8
U01784,33,F,San Jose,2025-02-03,"HP,Apple,Dell",medium,470.66,6
U01785,31,Other,San Antonio,2025-02-11,"Dell,Samsung",medium,714.68,5
U01786,28,M,Dallas,2024-12-29,"HP,Dell,Sony",medium,673.76,5
U01787,47,M,Houston,2024-03-20,"Apple,Sony",high,1062.0,9
U01788,25,Other,Dallas,2024-06-11,Dell,medium,472.93,9
U01789,30,M,San Antonio,2024-01-10,"Apple,HP",medium,783.89,9
U01790,32,M,Chicago,2023-09-18,"Samsung,HP,Apple",medium,630.14,8
U01791,36,M,Los Angeles,2023-09-08,"HP,Samsung,Dell",medium,738.63,11
U01792,33,F,San Jose,2025-05-25,"Dell,Sony,HP",medium,762.74,7
U01793,24,Other,New York,2024-06-08,"Dell,HP",low,73.74,8
U01794,22,M,San Antonio,2023-10-23,"Sony,Samsung,Apple",low,208.7,15
U01795,38,Other,Dallas,2025-04-17,"Sony,Samsung,Apple",medium,572.7,6
U01796,39,F,San Jose,2024-04-29,"Apple,Dell",medium,750.93,3
U01797,23,Other,Los Angeles,2024-08-02,"Dell,Samsung,Sony",low,223.19,14
U01798,28,F,San Diego,2025-01-27,"Apple,Samsung,Sony",medium,434.47,6
U01799,45,F,San Antonio,2024-01-29,"Samsung,Sony",high,989.7,7
U01800,45,M,Chicago,2024-08-31,"Samsung,Sony",high,1040.09,6
U01801,29,Other,San Jose,2025-02-12,"Sony,Samsung",medium,561.41,15
U01802,46,Other,San Antonio,2023-10-24,"Apple,Dell,Sony",high,657.43,7
U01803,44,M,San Jose,2023-11-14,Dell,high,621.74,5
U01804,45,F,Chicago,2023-11-04,"Dell,Sony",high,375.51,7
U01805,20,F,San Jose,2023-11-03,"Dell,Apple",low,190.61,7
U01806,32,Other,San Jose,2024-04-16,"Dell,Sony",medium,535.49,8
U01807,18,Other,San Jose,2023-12-22,"Dell,Sony",low,68.82,14
U01808,27,Other,Houston,2023-11-14,"Sony,Apple,Samsung",medium,477.23,9
U01809,39,F,San Diego,2024-02-13,"Sony,Samsung,Dell",medium,639.85,9
U01810,25,Other,Dallas,2025-04-10,"Sony,Apple",medium,359.13,9
U01811,29,F,New York,2023-11-17,HP,medium,683.72,7
U01812,18,M,Philadelphia,2025-02-03,Apple,low,91.01,9
U01813,34,M,San Diego,2025-06-18,"Dell,Sony",medium,531.73,10
U01814,41,M,New York,2024-01-18,Sony,high,941.57,9
U01815,44,F,Philadelphia,2024-02-12,Samsung,high,300.65,6
U01816,44,Other,San Jose,2024-01-07,Apple,high,695.86,7
U01817,41,F,Dallas,2024-01-11,HP,high,1014.01,7
U01818,42,F,Phoenix,2025-04-11,"Sony,Dell,Apple",high,317.48,5
U01819,23,F,Philadelphia,2025-07-15,Apple,low,103.21,10
U01820,20,Other,Philadelphia,2024-06-24,"Dell,Apple,Sony",low,272.15,12
U01821,28,Other,Philadelphia,2023-10-07,Apple,medium,746.7,15
U01822,38,F,San Antonio,2024-10-02,HP,medium,356.64,8
U01823,41,Other,Houston,2024-05-06,"Sony,Dell,Samsung",high,983.38,14
U01824,50,Other,San Diego,2025-07-09,"Apple,Dell,HP",high,797.33,12
U01825,26,Other,New York,2025-06-27,Samsung,medium,456.64,10
U01826,40,Other,Los Angeles,2025-06-10,Sony,high,1402.72,7
U01827,50,F,Phoenix,2025-03-16,"HP,Apple,Samsung",high,880.74,6
U01828,33,Other,Philadelphia,2024-05-22,"Dell,Sony,Apple",medium,380.53,8
U01829,33,M,San Antonio,2025-03-05,Apple,medium,394.16,15
U01830,32,F,San Jose,2023-11-25,"Dell,Samsung",medium,389.26,3
U01831,18,F,Chicago,2025-01-21,Apple,low,202.25,7
U01832,40,F,Houston,2024-12-20,"Sony,Dell,Apple",high,610.34,13
U01833,25,F,San Diego,2024-06-25,"HP,Sony",medium,610.84,9
U01834,42,F,Philadelphia,2023-11-25,HP,high,824.49,17
U01835,40,M,Los Angeles,2024-12-03,"Samsung,Sony,Apple",high,886.92,5
U01836,49,M,Chicago,2024-10-07,"Sony,Samsung",high,421.95,6
U01837,47,Other,San Jose,2025-06-01,Samsung,high,773.26,11
U01838,53,Other,Chicago,2025-04-26,Dell,high,584.19,14
U01839,18,Other,Chicago,2023-10-19,"Dell,Samsung",low,156.4,7
U01840,24,F,Dallas,2023-10-10,"Samsung,Sony,Dell",low,130.25,6
U01841,28,Other,Philadelphia,2024-01-08,"Samsung,HP",medium,550.67,6
U01842,38,F,Chicago,2023-08-31,"Samsung,Sony",medium,260.84,10
U01843,70,M,Dallas,2024-08-27,"Sony,Apple",high,838.35,9
U01844,33,M,Philadelphia,2025-06-05,"Apple,Sony,Samsung",medium,559.57,6
U01845,51,F,San Diego,2024-04-19,"Sony,Dell",high,576.39,8
U01846,47,F,Houston,2024-07-28,Sony,high,826.03,6
U01847,34,Other,Phoenix,2025-04-05,"Apple,Sony",medium,548.35,8
U01848,44,Other,San Jose,2024-04-14,Sony,high,647.26,9
U01849,38,Other,Houston,2025-06-21,"Samsung,Dell",medium,506.33,9
U01850,42,M,Houston,2025-01-10,HP,high,561.33,3
U01851,18,M,Los Angeles,2023-08-24,Samsung,low,256.37,9
U01852,68,Other,San Jose,2025-01-23,"Apple,Dell",high,907.23,9
U01853,33,M,Dallas,2025-05-20,"Samsung,Dell",medium,525.98,8
U01854,34,M,New York,2024-10-09,"Dell,Samsung,HP",medium,610.56,5
U01855,25,F,Chicago,2025-03-25,"Sony,Dell",medium,396.03,5
U01856,39,Other,Houston,2024-08-27,"Samsung,Dell,Sony",medium,230.0,3
U01857,37,Other,San Jose,2025-04-10,"Dell,HP",medium,312.79,6
U01858,45,F,San Antonio,2024-03-07,Dell,high,831.23,9
U01859,23,F,Chicago,2023-11-30,"HP,Apple",low,296.73,6
U01860,49,M,Houston,2024-06-18,HP,high,1025.52,2
U01861,37,F,San Antonio,2023-10-23,"Sony,HP",medium,231.59,8
U01862,34,Other,San Jose,2023-12-07,Apple,medium,267.3,4
U01863,32,Other,San Jose,2024-01-08,"Dell,Samsung",medium,546.46,8
U01864,20,Other,Houston,2023-08-28,"Sony,Samsung,Apple",low,226.07,9
U01865,30,Other,San Jose,2024-06-04,"HP,Sony,Samsung",medium,302.12,8
U01866,38,F,San Antonio,2024-10-18,"HP,Sony,Dell",medium,650.65,5
U01867,35,Other,San Jose,2024-04-16,"Sony,Dell,Apple",medium,536.62,7
U01868,36,F,San Diego,2024-08-26,"HP,Sony,Dell",medium,275.85,7
U01869,33,Other,Los Angeles,2023-11-30,Samsung,medium,286.08,9
U01870,44,F,San Jose,2024-04-11,"HP,Apple,Dell",high,659.09,10
U01871,35,Other,Houston,2023-10-13,"Dell,Apple,Samsung",medium,208.63,6
U01872,44,F,San Jose,2024-02-03,"Sony,HP",high,1273.06,8
U01873,27,F,Houston,2024-05-19,"Samsung,Dell",medium,789.23,8
U01874,32,M,Los Angeles,2025-01-23,"Samsung,Apple,Dell",medium,516.9,16
U01875,40,F,San Antonio,2024-01-26,Apple,high,993.75,4
U01876,18,Other,San Diego,2024-01-24,Sony,low,286.32,10
U01877,50,F,San Jose,2025-07-17,HP,high,1088.03,8
U01878,18,Other,San Jose,2023-10-22,Apple,low,161.32,8
U01879,37,Other,New York,2024-07-14,"Samsung,Dell",medium,754.77,6
U01880,40,Other,Houston,2024-12-14,"Apple,Sony",high,1193.42,9
U01881,31,Other,New York,2024-04-09,"Apple,Sony,HP",medium,275.92,8
U01882,31,F,New York,2025-03-26,HP,medium,344.68,7
U01883,36,Other,Los Angeles,2025-07-18,HP,medium,275.39,15
U01884,40,Other,San Diego,2024-09-17,Sony,high,719.47,13
U01885,21,M,San Antonio,2025-06-15,"Apple,Sony,Dell",low,249.4,8
U01886,18,Other,Los Angeles,2025-06-15,"Sony,Apple",low,269.83,4
U01887,29,F,Houston,2024-04-12,Dell,medium,241.81,15
U01888,31,F,Dallas,2024-03-07,Dell,medium,654.52,5
U01889,49,M,San Diego,2025-05-09,Sony,high,911.59,9
U01890,30,Other,San Antonio,2023-12-25,Samsung,medium,411.94,5
U01891,25,Other,New York,2023-08-07,Sony,medium,526.73,8
U01892,49,F,Los Angeles,2024-07-18,"Sony,Dell,HP",high,595.57,15
U01893,19,Other,Philadelphia,2024-06-28,"Samsung,Dell",low,192.02,9
U01894,18,F,Philadelphia,2025-04-01,Dell,low,122.54,7
U01895,41,F,San Jose,2025-06-15,"Samsung,HP,Dell",high,883.39,6
U01896,23,F,New York,2025-02-16,"HP,Dell,Sony",low,144.55,9
U01897,35,M,Philadelphia,2024-11-15,"Samsung,Apple",medium,426.63,7
U01898,47,F,Phoenix,2025-05-19,"Dell,Apple,HP",high,1371.96,7
U01899,31,Other,San Diego,2024-08-31,"Samsung,Sony,Dell",medium,723.32,11
U01900,27,Other,Phoenix,2024-06-04,"Apple,Sony",medium,778.0,4
U01901,43,M,Houston,2023-09-12,"HP,Apple,Dell",high,888.5,7
U01902,30,M,New York,2024-10-31,Dell,medium,451.82,12
U01903,58,F,Chicago,2024-02-23,Sony,high,1060.51,2
U01904,23,Other,Phoenix,2024-04-20,HP,low,238.74,11
U01905,43,M,San Jose,2024-09-07,Apple,high,990.41,12
U01906,21,Other,New York,2024-05-26,"Dell,Sony",low,223.79,8
U01907,18,Other,San Jose,2023-10-26,"Apple,Samsung,HP",low,176.41,9
U01908,57,F,San Jose,2024-02-23,"Sony,HP",high,1205.28,5
U01909,43,F,Los Angeles,2023-08-05,Sony,high,945.17,10
U01910,31,F,Chicago,2024-03-13,Dell,medium,359.53,7
U01911,43,M,New York,2023-10-10,"HP,Apple",high,1246.6,7
U01912,41,F,Phoenix,2025-06-23,Sony,high,1436.53,10
U01913,32,Other,Dallas,2024-02-09,HP,medium,496.05,4
U01914,45,Other,San Diego,2024-05-01,"Sony,Samsung,HP",high,580.84,11
U01915,24,F,Phoenix,2024-03-29,"Apple,Sony",low,73.57,9
U01916,28,Other,New York,2023-11-17,HP,medium,747.89,9
U01917,38,F,Houston,2024-02-20,"Dell,Apple,HP",medium,526.97,10
U01918,49,F,Chicago,2024-08-05,"Samsung,Apple",high,1408.6,2
U01919,51,M,Chicago,2024-12-02,HP,high,341.82,9
U01920,18,Other,Philadelphia,2024-04-23,"Samsung,Apple",low,117.13,9
U01921,18,F,Los Angeles,2025-07-08,Dell,low,222.37,5
U01922,37,Other,Phoenix,2025-04-17,"Samsung,HP,Dell",medium,422.74,10
U01923,34,M,Dallas,2023-10-09,Apple,medium,572.83,5
U01924,39,Other,San Jose,2024-09-15,Samsung,medium,286.52,3
U01925,18,F,Dallas,2024-04-08,HP,low,232.55,5
U01926,38,Other,San Diego,2025-02-24,"Dell,Sony,HP",medium,444.12,12
U01927,42,M,Chicago,2024-07-11,Dell,high,1310.38,12
U01928,18,M,Chicago,2024-10-05,Sony,low,258.1,10
U01929,37,Other,Houston,2025-02-02,"Apple,HP",medium,520.14,9
U01930,30,Other,New York,2025-06-22,Sony,medium,429.54,4
U01931,60,F,Los Angeles,2023-08-24,"Samsung,Apple",high,869.87,7
U01932,52,M,Dallas,2024-06-15,"Samsung,Apple",high,1421.1,10
U01933,42,M,New York,2025-06-26,"Sony,Samsung,Dell",high,1371.92,6
U01934,50,F,Chicago,2025-05-18,"Sony,Samsung,Dell",high,1450.12,12
U01935,40,Other,New York,2025-07-18,"Dell,HP",high,1025.9,9
U01936,32,M,New York,2025-04-21,"Samsung,HP",medium,400.12,8
U01937,18,Other,New York,2025-07-02,"Samsung,Dell",low,72.37,4
U01938,27,M,San Diego,2025-02-03,Apple,medium,265.49,14
U01939,24,Other,San Antonio,2023-12-27,HP,low,168.15,5
U01940,18,M,San Antonio,2024-03-08,Samsung,low,79.99,11
U01941,27,F,Philadelphia,2023-08-02,"Dell,Apple",medium,799.28,7
U01942,38,M,San Jose,2025-02-07,"Apple,Dell,HP",medium,472.87,3
U01943,49,F,Houston,2024-06-07,Samsung,high,1290.06,8
U01944,22,F,Phoenix,2025-03-16,Sony,low,86.06,8
U01945,45,Other,San Antonio,2025-07-13,Sony,high,517.3,8
U01946,25,Other,Phoenix,2025-05-05,Apple,medium,550.0,11
U01947,23,F,San Diego,2024-03-30,Dell,low,204.26,10
U01948,38,M,Chicago,2024-05-24,"Sony,HP,Apple",medium,334.79,10
U01949,31,M,San Diego,2024-06-05,Dell,medium,561.61,13
U01950,32,F,Dallas,2025-07-04,"Samsung,Sony,HP",medium,696.3,7
U01951,28,F,San Jose,2024-01-22,"Apple,Dell",medium,222.23,8
U01952,22,M,Los Angeles,2023-12-18,"Apple,Sony,Dell",low,195.36,9
U01953,49,M,Chicago,2024-05-14,"Dell,Sony,HP",high,1027.98,4
U01954,20,Other,San Antonio,2024-11-09,"HP,Dell",low,247.79,5
U01955,38,Other,San Antonio,2025-03-21,Dell,medium,427.62,6
U01956,50,M,New York,2024-03-03,"Sony,HP,Samsung",high,610.58,6
U01957,39,Other,Houston,2024-05-06,"HP,Apple,Sony",medium,265.72,13
U01958,52,M,San Diego,2024-10-03,"HP,Samsung,Apple",high,824.62,9
U01959,51,M,New York,2024-06-10,"HP,Samsung,Dell",high,1029.52,7
U01960,30,Other,Chicago,2025-01-07,"Samsung,Sony",medium,524.2,10
U01961,21,Other,San Antonio,2024-10-25,"Apple,Samsung",low,79.32,13
U01962,22,Other,Dallas,2024-06-03,"Sony,Dell",low,96.87,9
U01963,46,Other,New York,2025-02-06,Samsung,high,539.16,4
U01964,20,Other,San Diego,2023-08-26,"Samsung,Apple,HP",low,275.67,6
U01965,58,M,Houston,2024-12-17,Apple,high,324.75,7
U01966,34,Other,Dallas,2024-07-08,Sony,medium,646.27,7
U01967,41,F,San Diego,2024-11-25,"Apple,HP,Dell",high,919.39,10
U01968,36,Other,San Jose,2025-04-27,Sony,medium,271.47,4
U01969,23,M,New York,2023-12-13,Dell,low,191.93,9
U01970,28,Other,Chicago,2024-11-30,Dell,medium,320.92,7
U01971,33,F,San Jose,2023-09-08,"HP,Dell,Sony",medium,629.82,8
U01972,27,M,San Antonio,2025-07-19,"Sony,HP,Dell",medium,793.4,7
U01973,38,M,Dallas,2024-05-19,"Sony,Dell",medium,346.97,10
U01974,46,M,New York,2023-11-25,"HP,Sony,Dell",high,562.94,5
U01975,45,F,Los Angeles,2025-04-20,"Samsung,Dell,Apple",high,1415.48,12
U01976,26,Other,Los Angeles,2024-09-06,HP,medium,533.18,9
U01977,37,F,Phoenix,2024-08-25,"Samsung,Sony,Apple",medium,783.67,10
U01978,23,M,Phoenix,2023-09-17,Apple,low,140.75,6
U01979,28,F,Houston,2024-10-17,"Dell,Apple",medium,467.89,10
U01980,18,F,San Jose,2023-11-15,"Sony,HP,Dell",low,272.64,7
U01981,50,F,San Antonio,2024-05-12,"Samsung,Apple",high,414.59,5
U01982,36,Other,Chicago,2024-10-28,"Apple,Samsung,Sony",medium,661.99,10
U01983,41,M,Dallas,2025-02-23,Samsung,high,916.01,8
U01984,52,Other,Phoenix,2025-07-27,Dell,high,468.89,9
U01985,35,Other,Philadelphia,2024-03-03,Dell,medium,357.25,11
U01986,42,F,Chicago,2024-04-06,Sony,high,1064.61,6
U01987,24,M,San Antonio,2024-09-12,Samsung,low,136.11,11
U01988,31,F,New York,2025-07-20,"Apple,Samsung",medium,571.85,8
U01989,43,Other,Chicago,2024-01-11,"Sony,Apple,HP",high,439.43,6
U01990,29,F,Los Angeles,2023-10-24,Sony,medium,407.57,12
U01991,20,M,Phoenix,2023-09-16,"Apple,HP",low,65.21,11
U01992,41,Other,Chicago,2024-12-16,Sony,high,811.76,3
U01993,49,M,New York,2025-05-02,HP,high,590.76,6
U01994,33,M,San Diego,2025-05-01,Apple,medium,634.04,6
U01995,44,Other,Chicago,2025-01-04,HP,high,1182.01,11
U01996,35,Other,San Antonio,2025-05-19,"Apple,Samsung",medium,217.62,6
U01997,31,F,Dallas,2024-07-10,Dell,medium,641.26,5
U01998,23,F,Philadelphia,2024-12-11,"Sony,HP,Samsung",low,231.35,9
U01999,44,F,Chicago,2025-03-03,"Dell,Samsung",high,1322.56,7
U02000,43,F,San Antonio,2025-07-03,HP,high,405.74,5
U02001,18,M,New York,2024-07-19,"Samsung,Sony",low,172.95,9
U02002,28,M,Phoenix,2024-11-30,"HP,Dell",medium,249.84,10
U02003,34,F,Dallas,2025-02-05,Sony,medium,654.12,6
U02004,43,Other,Chicago,2024-04-15,"Samsung,Dell,HP",high,1484.24,4
U02005,51,Other,San Antonio,2024-05-26,"Dell,Sony,HP",high,1239.81,6
U02006,40,M,Chicago,2024-10-19,HP,high,1355.19,7
U02007,35,F,Dallas,2024-05-02,"Sony,HP,Samsung",medium,480.25,9
U02008,27,M,Chicago,2023-12-14,Samsung,medium,416.96,13
U02009,46,M,San Antonio,2025-04-08,"Sony,Dell,Samsung",high,1468.27,8
U02010,30,M,Houston,2024-09-11,"Samsung,Sony",medium,232.19,9
U02011,40,Other,San Antonio,2024-07-06,"Samsung,Apple,Dell",high,404.26,9
U02012,47,Other,San Antonio,2024-11-12,"Sony,Samsung,Dell",high,608.13,14
U02013,39,M,New York,2024-06-14,"Sony,HP,Dell",medium,691.02,5
U02014,34,M,Los Angeles,2023-09-11,"HP,Dell,Apple",medium,528.02,5
U02015,46,M,Dallas,2025-02-28,"Samsung,Apple",high,1328.61,8
U02016,53,F,Houston,2024-09-17,Sony,high,1112.6,10
U02017,53,F,Dallas,2024-03-01,Apple,high,933.88,6
U02018,18,F,San Jose,2024-05-25,"Apple,Dell,Samsung",low,114.92,9
U02019,39,M,Philadelphia,2025-04-19,Apple,medium,309.05,17
U02020,33,M,Philadelphia,2024-09-13,Sony,medium,249.36,6
U02021,50,Other,Chicago,2024-11-17,Apple,high,1149.88,8
U02022,30,M,Phoenix,2023-11-11,"HP,Dell,Apple",medium,694.28,9
U02023,25,M,San Diego,2025-03-05,HP,medium,431.03,13
U02024,26,M,Houston,2025-02-11,Samsung,medium,263.02,8
U02025,26,F,Dallas,2023-11-30,"HP,Apple,Dell",medium,253.68,6
U02026,50,F,New York,2025-07-15,Sony,high,1402.78,10
U02027,44,F,Los Angeles,2024-11-24,Dell,high,1197.05,7
U02028,48,Other,San Diego,2023-09-30,"Dell,Apple,Sony",high,425.95,9
U02029,38,Other,San Antonio,2025-02-19,"HP,Apple",medium,633.06,7
U02030,18,F,Los Angeles,2023-12-11,"Sony,Dell,HP",low,132.16,8
U02031,35,F,New York,2023-10-24,Apple,medium,323.62,12
U02032,48,F,Philadelphia,2024-12-12,"HP,Samsung",high,1147.4,10
U02033,18,M,San Diego,2025-02-08,"HP,Dell,Sony",low,236.17,9
U02034,37,F,Chicago,2024-04-05,"Apple,Samsung,Dell",medium,267.17,9
U02035,44,F,Los Angeles,2024-05-18,HP,high,1128.31,3
U02036,58,M,San Jose,2024-04-03,Samsung,high,1372.51,9
U02037,32,Other,San Jose,2023-12-04,"Dell,Sony,Samsung",medium,494.25,8
U02038,46,M,Dallas,2025-01-07,"Sony,Samsung",high,348.38,13
U02039,34,F,Dallas,2025-04-11,Samsung,medium,678.96,12
U02040,30,Other,New York,2023-09-08,"HP,Sony,Samsung",medium,479.31,6
U02041,31,Other,New York,2025-07-13,Sony,medium,601.48,10
U02042,25,F,Houston,2025-03-12,Dell,medium,778.41,13
U02043,35,M,Los Angeles,2024-06-23,"Apple,Dell,Sony",medium,601.33,12
U02044,43,F,Dallas,2024-08-02,"Sony,Dell",high,1099.66,9
U02045,58,M,San Antonio,2024-05-01,"Sony,Apple,Samsung",high,1043.69,4
U02046,41,M,Houston,2023-12-15,"Samsung,Apple",high,686.22,9
U02047,37,Other,Los Angeles,2024-06-07,"Samsung,Dell",medium,243.62,4
U02048,18,F,New York,2024-12-18,Sony,low,61.61,7
U02049,33,Other,Dallas,2024-11-06,Sony,medium,709.12,11
U02050,40,Other,Los Angeles,2023-11-02,"Samsung,HP,Dell",high,950.2,4
U02051,25,F,Dallas,2025-05-22,Apple,medium,206.13,11
U02052,44,M,San Antonio,2023-11-21,Apple,high,679.67,11
U02053,52,M,New York,2025-02-28,Sony,high,1393.91,6
U02054,56,F,San Diego,2024-07-20,"HP,Dell,Sony",high,648.96,3
U02055,28,Other,Houston,2024-12-04,"HP,Sony,Apple",medium,385.91,12
U02056,37,M,Los Angeles,2025-07-25,"Apple,HP",medium,728.28,5
U02057,61,F,San Diego,2024-05-24,"Samsung,Dell",high,906.68,5
U02058,30,Other,San Antonio,2025-03-25,"Dell,Samsung",medium,531.09,6
U02059,32,F,Los Angeles,2025-03-10,"Apple,Dell,Samsung",medium,397.71,11
U02060,21,M,Chicago,2024-12-01,"Sony,Dell,HP",low,74.62,7
U02061,21,F,Phoenix,2025-02-20,"Apple,Dell",low,90.19,3
U02062,39,Other,San Antonio,2025-07-09,Sony,medium,672.06,14
U02063,27,F,Philadelphia,2024-10-15,"Dell,HP",medium,284.81,9
U02064,39,F,Los Angeles,2024-05-02,Apple,medium,476.42,8
U02065,22,M,Dallas,2024-04-10,Sony,low,146.07,3
U02066,21,F,San Diego,2024-01-31,"Samsung,Dell,Sony",low,230.67,10
U02067,35,M,Los Angeles,2024-03-17,"Sony,Samsung",medium,518.05,7
U02068,31,M,San Diego,2024-09-28,Sony,medium,501.95,14
U02069,34,F,San Diego,2023-09-10,Dell,medium,229.89,5
U02070,42,Other,Chicago,2024-08-22,"Dell,HP",high,1477.52,5
U02071,48,F,Chicago,2024-01-07,"Sony,Apple,Samsung",high,799.94,6
U02072,30,F,Chicago,2025-07-18,"Dell,Samsung",medium,286.29,3
