product_id,name,category,brand,price,rating,num_reviews,description,in_stock
P0230,Dell Laptop 402,Laptops,Dell,528.17,4.2,448,"Laptop with Backlit Keyboard, Touchscreen",False
P0231,Lenovo Laptop 785,Laptops,Lenovo,1530.56,4.3,254,"Laptop with Backlit Keyboard, SSD",True
P0232,Dell Laptop 557,Laptops,Dell,513.66,4.2,143,"Laptop with Touchscreen, Backlit Keyboard, SSD",True
P0233,Dell Laptop 414,Laptops,Dell,624.25,4.1,267,"Laptop with Long Battery, Touchscreen",True
P0234,Apple Laptop 476,Laptops,Apple,1777.42,5.0,254,"Laptop with Backlit Keyboard, SSD",True
P0235,Lenovo Laptop 525,Laptops,Lenovo,1995.47,4.6,279,"Laptop with Backlit Keyboard, SSD, Touchscreen",False
P0236,ASUS Laptop 677,Laptops,ASUS,1907.53,4.2,472,"Laptop with SSD, Touchscreen",True
P0237,ASUS Laptop 974,Laptops,ASUS,1573.32,4.3,377,"Laptop with SSD, Touchscreen, Long Battery",False
P0238,Apple Laptop 156,Laptops,Apple,2297.78,4.8,243,"Laptop with Backlit Keyboard, Touchscreen, Long Battery",True
P0239,ASUS Laptop 840,Laptops,ASUS,1424.76,4.5,428,"Laptop with Long Battery, Backlit Keyboard",True
P0240,Dell Laptop 452,Laptops,Dell,1656.62,4.2,488,"Laptop with SSD, Long Battery",False
P0241,Apple Laptop 238,Laptops,Apple,1074.18,4.4,455,"Laptop with Touchscreen, Backlit Keyboard, Long Battery",False
P0242,Lenovo Laptop 995,Laptops,Lenovo,660.5,4.6,101,"Laptop with Touchscreen, SSD",False
P0243,ASUS Laptop 954,Laptops,ASUS,754.69,4.6,247,"Laptop with SSD, Backlit Keyboard",False
P0244,ASUS Laptop 571,Laptops,ASUS,1258.55,4.1,489,"Laptop with Backlit Keyboard, Long Battery, SSD",True
P0245,Apple Laptop 884,Laptops,Apple,2118.96,4.8,44,"Laptop with Backlit Keyboard, SSD",True
P0246,ASUS Laptop 820,Laptops,ASUS,567.15,4.4,32,"Laptop with Backlit Keyboard, Touchscreen",False
P0247,Lenovo Laptop 984,Laptops,Lenovo,968.68,4.1,158,"Laptop with Backlit Keyboard, Touchscreen",True
P0248,ASUS Laptop 788,Laptops,ASUS,1137.81,4.4,348,"Laptop with Backlit Keyboard, Long Battery, SSD",True
P0249,Lenovo Laptop 705,Laptops,Lenovo,1101.0,4.0,263,"Laptop with Long Battery, Touchscreen",True
P0250,HP Laptop 904,Laptops,HP,2383.17,4.6,163,"Laptop with Long Battery, Backlit Keyboard, SSD",False
P0251,Dell Laptop 969,Laptops,Dell,2008.83,4.5,83,"Laptop with Touchscreen, Long Battery",False
P0252,Apple Laptop 670,Laptops,Apple,1624.77,5.0,140,"Laptop with Long Battery, SSD",True
P0253,HP Laptop 967,Laptops,HP,1793.41,4.8,36,"Laptop with SSD, Touchscreen, Long Battery",True
P0254,Lenovo Laptop 994,Laptops,Lenovo,1847.34,4.6,380,"Laptop with Backlit Keyboard, Touchscreen",True
P0255,Lenovo Laptop 410,Laptops,Lenovo,917.78,4.5,389,"Laptop with Backlit Keyboard, SSD",True
P0256,Lenovo Laptop 820,Laptops,Lenovo,2328.88,4.6,292,"Laptop with Long Battery, SSD",True
P0257,HP Laptop 467,Laptops,HP,1261.32,4.3,248,"Laptop with Touchscreen, Backlit Keyboard, Long Battery",True
P0258,Lenovo Laptop 308,Laptops,Lenovo,2023.26,4.4,298,"Laptop with Touchscreen, Backlit Keyboard, SSD",True
P0259,Dell Laptop 698,Laptops,Dell,532.44,4.3,178,"Laptop with Touchscreen, SSD, Long Battery",True
P0260,Lenovo Laptop 663,Laptops,Lenovo,1639.58,4.3,245,"Laptop with Touchscreen, Backlit Keyboard, Long Battery",True
P0261,HP Laptop 600,Laptops,HP,838.53,4.4,27,"Laptop with SSD, Touchscreen",True
P0262,Apple Laptop 962,Laptops,Apple,2028.68,4.7,87,"Laptop with SSD, Touchscreen",True
P0263,Dell Laptop 732,Laptops,Dell,1511.47,4.4,282,"Laptop with Long Battery, SSD, Touchscreen",False
P0264,Apple Laptop 648,Laptops,Apple,533.45,4.7,422,"Laptop with SSD, Touchscreen, Backlit Keyboard",True
P0265,Apple Laptop 346,Laptops,Apple,2336.1,4.8,146,"Laptop with Touchscreen, Backlit Keyboard",False
P0266,Apple Laptop 678,Laptops,Apple,1246.1,4.5,360,"Laptop with Backlit Keyboard, Long Battery",True
P0267,Apple Laptop 665,Laptops,Apple,687.0,4.5,369,"Laptop with SSD, Touchscreen, Long Battery",True
P0268,Apple Laptop 903,Laptops,Apple,1499.72,4.6,127,"Laptop with SSD, Touchscreen, Long Battery",True
P0269,ASUS Laptop 176,Laptops,ASUS,1451.0,4.0,18,"Laptop with SSD, Long Battery, Backlit Keyboard",True
P0270,ASUS Laptop 940,Laptops,ASUS,788.38,4.5,298,"Laptop with SSD, Backlit Keyboard, Long Battery",True
P0271,ASUS Laptop 653,Laptops,ASUS,2169.3,4.4,414,"Laptop with Long Battery, Touchscreen, SSD",True
P0272,ASUS Laptop 200,Laptops,ASUS,1990.91,4.4,319,"Laptop with Backlit Keyboard, SSD, Long Battery",False
P0273,HP Laptop 561,Laptops,HP,559.25,4.2,231,"Laptop with Backlit Keyboard, Long Battery, Touchscreen",True
P0274,ASUS Laptop 733,Laptops,ASUS,1821.34,4.3,52,"Laptop with Backlit Keyboard, Touchscreen, SSD",True
P0275,Dell Laptop 257,Laptops,Dell,1260.0,4.5,56,"Laptop with Touchscreen, Backlit Keyboard, SSD",True
P0276,HP Laptop 204,Laptops,HP,1389.47,4.5,230,"Laptop with SSD, Long Battery",False
P0277,ASUS Laptop 126,Laptops,ASUS,1609.48,4.4,57,"Laptop with Touchscreen, Long Battery",True
P0278,Lenovo Laptop 897,Laptops,Lenovo,524.68,4.2,276,"Laptop with Backlit Keyboard, Touchscreen",True
P0279,Lenovo Laptop 374,Laptops,Lenovo,839.0,4.2,232,"Laptop with Backlit Keyboard, SSD, Touchscreen",True
P0280,Lenovo Laptop 469,Laptops,Lenovo,1099.5,4.5,314,"Laptop with Backlit Keyboard, Touchscreen, Long Battery",True
P0281,Lenovo Laptop 505,Laptops,Lenovo,713.94,4.2,181,"Laptop with Long Battery, Backlit Keyboard, Touchscreen",False
P0282,ASUS Laptop 811,Laptops,ASUS,772.25,4.2,100,"Laptop with Long Battery, Backlit Keyboard",False
P0283,HP Laptop 602,Laptops,HP,1082.9,4.4,153,"Laptop with Touchscreen, Backlit Keyboard",False
P0284,HP Laptop 706,Laptops,HP,727.78,4.3,246,"Laptop with SSD, Touchscreen",True
P0285,Lenovo Laptop 170,Laptops,Lenovo,2095.37,4.7,133,"Laptop with Long Battery, SSD, Backlit Keyboard",True
P0286,Dell Laptop 175,Laptops,Dell,1930.47,4.7,283,"Laptop with Long Battery, Touchscreen, Backlit Keyboard",False
P0287,ASUS Laptop 818,Laptops,ASUS,573.53,4.6,346,"Laptop with SSD, Long Battery",True
P0288,Dell Laptop 760,Laptops,Dell,1794.0,4.2,15,"Laptop with Touchscreen, Backlit Keyboard, SSD",True
P0289,HP Laptop 671,Laptops,HP,944.0,4.4,210,"Laptop with Long Battery, Backlit Keyboard",False
P0290,ASUS Laptop 125,Laptops,ASUS,1880.87,4.3,481,"Laptop with SSD, Backlit Keyboard, Touchscreen",True
P0291,Apple Laptop 456,Laptops,Apple,2162.64,4.9,276,"Laptop with Touchscreen, Backlit Keyboard, SSD",False
P0292,HP Laptop 813,Laptops,HP,1452.33,4.3,32,"Laptop with Touchscreen, SSD, Backlit Keyboard",True
P0293,Apple Laptop 793,Laptops,Apple,2198.36,4.9,99,"Laptop with Backlit Keyboard, Touchscreen",True
P0294,HP Laptop 337,Laptops,HP,1619.7,4.8,212,"Laptop with Backlit Keyboard, SSD, Long Battery",True
P0295,ASUS Laptop 539,Laptops,ASUS,2266.19,4.5,115,"Laptop with SSD, Touchscreen, Long Battery",True
P0296,Apple Laptop 649,Laptops,Apple,1654.7,5.0,110,"Laptop with Touchscreen, Backlit Keyboard",False
P0297,Apple Laptop 640,Laptops,Apple,1024.71,4.8,310,"Laptop with Long Battery, Touchscreen, Backlit Keyboard",True
P0298,HP Laptop 276,Laptops,HP,1203.97,4.3,170,"Laptop with SSD, Touchscreen, Long Battery",True
P0299,Dell Laptop 810,Laptops,Dell,1110.76,4.1,315,"Laptop with Long Battery, Backlit Keyboard",True
P0300,ASUS Laptop 750,Laptops,ASUS,1267.42,4.1,157,"Laptop with Backlit Keyboard, Long Battery",True
P0301,Dell Laptop 154,Laptops,Dell,1129.16,4.3,109,"Laptop with SSD, Backlit Keyboard, Long Battery",False
P0302,ASUS Laptop 801,Laptops,ASUS,1510.88,4.5,260,"Laptop with Long Battery, Touchscreen, Backlit Keyboard",True
P0303,Apple Laptop 325,Laptops,Apple,1630.8,5.0,285,"Laptop with SSD, Backlit Keyboard, Long Battery",True
P0304,Dell Laptop 891,Laptops,Dell,2061.48,4.5,147,"Laptop with SSD, Touchscreen, Long Battery",True
P0305,ASUS Laptop 836,Laptops,ASUS,2145.22,4.2,386,"Laptop with Backlit Keyboard, Long Battery, SSD",True
P0306,HP Laptop 369,Laptops,HP,2249.62,4.2,407,"Laptop with SSD, Backlit Keyboard, Long Battery",True
P0307,Dell Laptop 459,Laptops,Dell,2121.41,4.6,411,"Laptop with Backlit Keyboard, Touchscreen, SSD",True
P0308,Dell Laptop 645,Laptops,Dell,2110.88,4.5,158,"Laptop with Backlit Keyboard, Long Battery, Touchscreen",True
P0309,ASUS Laptop 197,Laptops,ASUS,2470.98,4.6,151,"Laptop with Long Battery, SSD",True
P0310,Dell Laptop 948,Laptops,Dell,999.35,4.4,82,"Laptop with Long Battery, Backlit Keyboard",True
P0311,Lenovo Laptop 913,Laptops,Lenovo,1250.34,4.0,393,"Laptop with Long Battery, Touchscreen",True
P0312,HP Laptop 695,Laptops,HP,1409.39,4.3,244,"Laptop with SSD, Touchscreen",True
P0313,Apple Laptop 539,Laptops,Apple,2091.36,4.7,175,"Laptop with Long Battery, Backlit Keyboard",True
P0314,HP Laptop 972,Laptops,HP,1594.62,4.3,33,"Laptop with Touchscreen, Long Battery, SSD",True
P0315,Lenovo Laptop 261,Laptops,Lenovo,532.56,4.6,113,"Laptop with Long Battery, SSD, Backlit Keyboard",True
P0316,HP Laptop 380,Laptops,HP,817.95,4.6,52,"Laptop with Touchscreen, Backlit Keyboard",True
P0317,Dell Laptop 843,Laptops,Dell,603.57,4.4,56,"Laptop with Long Battery, Touchscreen",True
P0318,Apple Laptop 707,Laptops,Apple,926.84,4.3,14,"Laptop with Long Battery, SSD",True
P0319,Apple Laptop 235,Laptops,Apple,2476.31,4.8,55,"Laptop with SSD, Long Battery, Backlit Keyboard",True
P0320,Apple Laptop 240,Laptops,Apple,1126.7,4.8,45,"Laptop with Backlit Keyboard, Touchscreen, SSD",True
P0321,ASUS Laptop 839,Laptops,ASUS,1800.04,4.5,325,"Laptop with Backlit Keyboard, Long Battery",False
P0322,Dell Laptop 870,Laptops,Dell,673.38,4.1,229,"Laptop with Long Battery, Backlit Keyboard",True
P0323,Dell Laptop 354,Laptops,Dell,995.57,4.4,115,"Laptop with SSD, Touchscreen, Backlit Keyboard",True
P0324,Lenovo Laptop 912,Laptops,Lenovo,1091.08,4.0,67,"Laptop with Long Battery, Backlit Keyboard",True
P0325,Lenovo Laptop 112,Laptops,Lenovo,1776.16,4.2,450,"Laptop with Touchscreen, SSD, Backlit Keyboard",False
P0326,HP Laptop 582,Laptops,HP,1592.71,4.3,44,"Laptop with SSD, Touchscreen",True
P0327,HP Laptop 908,Laptops,HP,931.49,4.6,226,"Laptop with Touchscreen, Long Battery, Backlit Keyboard",False
P0328,Apple Laptop 256,Laptops,Apple,1781.07,4.8,271,"Laptop with SSD, Backlit Keyboard, Long Battery",True
P0329,Dell Laptop 749,Laptops,Dell,1572.78,4.4,233,"Laptop with Touchscreen, Long Battery",True
P0330,Apple Laptop 218,Laptops,Apple,988.96,4.9,71,"Laptop with SSD, Backlit Keyboard, Long Battery",True
P0331,Dell Laptop 455,Laptops,Dell,1903.0,4.3,393,"Laptop with Backlit Keyboard, Long Battery, SSD",True
P0332,Apple Laptop 926,Laptops,Apple,2042.86,4.5,144,"Laptop with Touchscreen, Long Battery, SSD",True
P0333,Lenovo Laptop 611,Laptops,Lenovo,1410.4,4.2,140,"Laptop with Touchscreen, SSD",True
P0334,ASUS Laptop 858,Laptops,ASUS,1848.24,4.3,135,"Laptop with SSD, Long Battery",True
P0335,Lenovo Laptop 283,Laptops,Lenovo,1227.95,4.6,174,"Laptop with Long Battery, SSD",True
P0336,Lenovo Laptop 945,Laptops,Lenovo,2331.71,4.4,267,"Laptop with Touchscreen, SSD",True
P0337,Dell Laptop 147,Laptops,Dell,946.37,4.3,406,"Laptop with SSD, Backlit Keyboard, Touchscreen",True
P0338,HP Laptop 477,Laptops,HP,672.77,4.3,411,"Laptop with Touchscreen, Long Battery",True
P0339,ASUS Laptop 605,Laptops,ASUS,985.17,4.2,13,"Laptop with Backlit Keyboard, SSD",False
P0340,Apple Laptop 959,Laptops,Apple,966.0,4.5,398,"Laptop with Touchscreen, SSD",False
P0341,HP Laptop 343,Laptops,HP,707.9,4.3,374,"Laptop with Long Battery, SSD, Touchscreen",True
P0342,Apple Laptop 965,Laptops,Apple,587.8,4.4,307,"Laptop with Touchscreen, Backlit Keyboard, SSD",True
P0343,ASUS Laptop 176,Laptops,ASUS,767.03,4.5,76,"Laptop with Long Battery, Touchscreen",True
P0344,HP Laptop 920,Laptops,HP,1021.98,4.2,149,"Laptop with Touchscreen, Backlit Keyboard, Long Battery",True
P0345,Apple Laptop 888,Laptops,Apple,2387.11,4.6,94,"Laptop with Backlit Keyboard, SSD",False
P0346,Lenovo Laptop 466,Laptops,Lenovo,1128.07,4.1,247,"Laptop with Long Battery, Backlit Keyboard",True
P0347,Apple Laptop 411,Laptops,Apple,680.84,4.8,85,"Laptop with Backlit Keyboard, Long Battery",True
P0348,Dell Laptop 150,Laptops,Dell,2436.8,4.4,497,"Laptop with Touchscreen, SSD, Long Battery",False
P0349,Lenovo Laptop 196,Laptops,Lenovo,1611.91,4.5,16,"Laptop with SSD, Long Battery, Touchscreen",True
P0350,Dell Laptop 481,Laptops,Dell,761.43,4.5,21,"Laptop with Touchscreen, SSD",True
P0351,Dell Laptop 231,Laptops,Dell,2304.99,4.5,31,"Laptop with Touchscreen, SSD",False
P0352,Apple Laptop 941,Laptops,Apple,835.98,4.6,359,"Laptop with Long Battery, SSD, Backlit Keyboard",False
P0353,Apple Headphone 386,Headphones,Apple,125.15,4.2,341,"Headphone with Wireless, Noise Cancelling, Hi-Res Audio",True
P0354,Sennheiser Headphone 162,Headphones,Sennheiser,194.2,4.1,80,"Headphone with Hi-Res Audio, Wireless",False
P0355,Bose Headphone 355,Headphones,Bose,274.93,4.8,193,"Headphone with Comfort Fit, Hi-Res Audio",False
P0356,JBL Headphone 679,Headphones,JBL,323.5,4.2,23,"Headphone with Comfort Fit, Wireless, Noise Cancelling",True
P0357,JBL Headphone 897,Headphones,JBL,126.66,4.3,402,"Headphone with Noise Cancelling, Wireless, Hi-Res Audio",True
P0358,Bose Headphone 372,Headphones,Bose,85.05,4.5,443,"Headphone with Wireless, Hi-Res Audio",False
P0359,Apple Headphone 277,Headphones,Apple,377.32,4.9,172,"Headphone with Wireless, Hi-Res Audio",True
P0360,JBL Headphone 681,Headphones,JBL,59.87,4.2,287,"Headphone with Wireless, Comfort Fit",True
P0361,Bose Headphone 338,Headphones,Bose,221.65,4.2,254,"Headphone with Noise Cancelling, Hi-Res Audio",True
P0362,Apple Headphone 233,Headphones,Apple,371.26,4.4,21,"Headphone with Wireless, Comfort Fit, Noise Cancelling",True
P0363,JBL Headphone 213,Headphones,JBL,296.64,4.1,310,"Headphone with Noise Cancelling, Wireless, Hi-Res Audio",True
P0364,Apple Headphone 261,Headphones,Apple,155.62,4.2,99,"Headphone with Comfort Fit, Hi-Res Audio, Wireless",True
P0365,Bose Headphone 487,Headphones,Bose,282.94,4.8,383,"Headphone with Hi-Res Audio, Noise Cancelling, Comfort Fit",True
P0366,JBL Headphone 681,Headphones,JBL,187.06,4.4,172,"Headphone with Wireless, Hi-Res Audio",True
P0367,JBL Headphone 439,Headphones,JBL,86.44,4.1,173,"Headphone with Wireless, Comfort Fit",True
P0368,Sony Headphone 846,Headphones,Sony,337.58,4.7,117,"Headphone with Comfort Fit, Noise Cancelling, Wireless",True
P0369,Sony Headphone 837,Headphones,Sony,172.67,4.6,234,"Headphone with Noise Cancelling, Wireless",False
P0370,Bose Headphone 487,Headphones,Bose,359.59,4.6,413,"Headphone with Comfort Fit, Noise Cancelling, Wireless",True
P0371,Bose Headphone 134,Headphones,Bose,207.95,4.6,497,"Headphone with Noise Cancelling, Wireless, Hi-Res Audio",True
P0372,Sony Headphone 264,Headphones,Sony,169.63,4.6,314,"Headphone with Noise Cancelling, Wireless",False
P0373,Sony Headphone 721,Headphones,Sony,200.96,4.5,179,"Headphone with Wireless, Noise Cancelling, Hi-Res Audio",True
P0374,Bose Headphone 847,Headphones,Bose,193.25,4.4,59,"Headphone with Hi-Res Audio, Wireless, Noise Cancelling",True
P0375,Sennheiser Headphone 257,Headphones,Sennheiser,250.12,4.5,228,"Headphone with Hi-Res Audio, Noise Cancelling",True
P0376,Apple Headphone 591,Headphones,Apple,338.36,4.7,115,"Headphone with Noise Cancelling, Comfort Fit",True
P0377,Apple Headphone 218,Headphones,Apple,391.97,4.6,468,"Headphone with Comfort Fit, Wireless, Hi-Res Audio",True
P0378,Sony Headphone 479,Headphones,Sony,274.65,4.5,32,"Headphone with Hi-Res Audio, Noise Cancelling, Wireless",True
P0379,Sennheiser Headphone 375,Headphones,Sennheiser,212.77,3.9,351,"Headphone with Wireless, Hi-Res Audio",True
P0380,Sony Headphone 523,Headphones,Sony,283.85,4.8,429,"Headphone with Noise Cancelling, Wireless",False
P0381,JBL Headphone 686,Headphones,JBL,290.47,4.6,50,"Headphone with Comfort Fit, Wireless",False
P0382,Sony Headphone 919,Headphones,Sony,225.74,4.8,98,"Headphone with Noise Cancelling, Wireless",True
P0383,Bose Headphone 533,Headphones,Bose,332.96,4.4,431,"Headphone with Comfort Fit, Noise Cancelling",True
P0384,JBL Headphone 926,Headphones,JBL,140.26,4.3,294,"Headphone with Noise Cancelling, Wireless",False
P0385,JBL Headphone 569,Headphones,JBL,164.14,4.0,222,"Headphone with Comfort Fit, Noise Cancelling",True
P0386,Bose Headphone 202,Headphones,Bose,248.31,4.6,454,"Headphone with Noise Cancelling, Wireless",True
P0387,Sennheiser Headphone 685,Headphones,Sennheiser,142.45,4.2,216,"Headphone with Noise Cancelling, Comfort Fit, Wireless",True
P0388,JBL Headphone 139,Headphones,JBL,263.03,4.4,35,"Headphone with Hi-Res Audio, Comfort Fit, Noise Cancelling",False
P0389,Apple Headphone 937,Headphones,Apple,363.96,4.3,449,"Headphone with Hi-Res Audio, Wireless, Comfort Fit",True
P0390,Bose Headphone 553,Headphones,Bose,97.03,4.7,319,"Headphone with Hi-Res Audio, Comfort Fit, Wireless",True
P0391,Bose Headphone 516,Headphones,Bose,204.6,4.6,43,"Headphone with Hi-Res Audio, Noise Cancelling, Comfort Fit",True
P0392,JBL Headphone 636,Headphones,JBL,191.18,4.3,458,"Headphone with Wireless, Noise Cancelling",True
P0393,Sony Headphone 469,Headphones,Sony,137.32,4.4,431,"Headphone with Hi-Res Audio, Wireless",False
P0394,JBL Headphone 797,Headphones,JBL,188.93,4.4,260,"Headphone with Wireless, Comfort Fit",False
P0395,Bose Headphone 664,Headphones,Bose,386.18,4.6,393,"Headphone with Hi-Res Audio, Noise Cancelling, Wireless",True
P0396,Apple Headphone 974,Headphones,Apple,59.61,4.1,125,"Headphone with Wireless, Hi-Res Audio",True
P0397,Apple Headphone 985,Headphones,Apple,278.06,4.6,341,"Headphone with Comfort Fit, Noise Cancelling",True
P0398,JBL Headphone 722,Headphones,JBL,330.3,4.1,446,"Headphone with Hi-Res Audio, Wireless, Comfort Fit",True
P0399,Sennheiser Headphone 793,Headphones,Sennheiser,138.2,4.1,297,"Headphone with Noise Cancelling, Comfort Fit, Wireless",True
P0400,Apple Headphone 444,Headphones,Apple,289.54,4.6,345,"Headphone with Hi-Res Audio, Wireless, Comfort Fit",True
P0401,Bose Headphone 158,Headphones,Bose,102.48,4.6,379,"Headphone with Hi-Res Audio, Comfort Fit, Noise Cancelling",True
P0402,Sennheiser Headphone 528,Headphones,Sennheiser,399.11,4.2,308,"Headphone with Comfort Fit, Hi-Res Audio, Noise Cancelling",True
P0403,Apple Headphone 647,Headphones,Apple,304.29,4.4,442,"Headphone with Hi-Res Audio, Comfort Fit, Wireless",True
P0404,JBL Headphone 231,Headphones,JBL,113.4,3.9,345,"Headphone with Wireless, Hi-Res Audio, Comfort Fit",True
P0405,Bose Headphone 414,Headphones,Bose,174.35,4.5,309,"Headphone with Hi-Res Audio, Wireless, Comfort Fit",True
P0406,Sennheiser Headphone 987,Headphones,Sennheiser,347.92,4.3,266,"Headphone with Comfort Fit, Noise Cancelling",True
P0407,Sennheiser Headphone 991,Headphones,Sennheiser,235.44,4.2,185,"Headphone with Wireless, Noise Cancelling",False
P0408,JBL Headphone 246,Headphones,JBL,362.5,4.6,180,"Headphone with Wireless, Noise Cancelling, Comfort Fit",True
P0409,Apple Headphone 380,Headphones,Apple,272.07,4.3,401,"Headphone with Wireless, Hi-Res Audio",True
P0410,Sennheiser Headphone 232,Headphones,Sennheiser,324.82,4.5,254,"Headphone with Comfort Fit, Wireless, Hi-Res Audio",False
P0411,Sony Headphone 482,Headphones,Sony,63.2,4.2,107,"Headphone with Hi-Res Audio, Comfort Fit",True
P0412,Sony Headphone 810,Headphones,Sony,269.34,4.4,206,"Headphone with Hi-Res Audio, Noise Cancelling, Comfort Fit",True
P0413,Bose Headphone 397,Headphones,Bose,72.85,4.1,185,"Headphone with Hi-Res Audio, Wireless, Noise Cancelling",False
P0414,Apple Headphone 931,Headphones,Apple,312.54,4.4,382,"Headphone with Noise Cancelling, Comfort Fit, Hi-Res Audio",True
P0415,Bose Headphone 273,Headphones,Bose,306.93,4.7,343,"Headphone with Hi-Res Audio, Comfort Fit",True
P0416,Sennheiser Headphone 647,Headphones,Sennheiser,356.79,4.2,65,"Headphone with Noise Cancelling, Hi-Res Audio",True
P0417,Sony Headphone 489,Headphones,Sony,291.41,4.6,369,"Headphone with Hi-Res Audio, Wireless",True
P0418,Bose Headphone 408,Headphones,Bose,293.32,4.7,328,"Headphone with Noise Cancelling, Hi-Res Audio, Wireless",True
P0419,Sennheiser Headphone 836,Headphones,Sennheiser,340.73,4.1,411,"Headphone with Hi-Res Audio, Noise Cancelling",True
P0420,Sennheiser Headphone 369,Headphones,Sennheiser,119.53,3.9,219,"Headphone with Hi-Res Audio, Comfort Fit",True
P0421,Bose Headphone 312,Headphones,Bose,63.79,4.4,16,"Headphone with Hi-Res Audio, Noise Cancelling, Comfort Fit",True
P0422,Sony Headphone 252,Headphones,Sony,342.33,4.7,380,"Headphone with Noise Cancelling, Hi-Res Audio",True
P0423,Apple Headphone 403,Headphones,Apple,275.52,4.6,426,"Headphone with Comfort Fit, Noise Cancelling, Hi-Res Audio",True
P0424,Sony Headphone 793,Headphones,Sony,348.29,4.5,58,"Headphone with Comfort Fit, Hi-Res Audio, Noise Cancelling",True
P0425,Sony Headphone 274,Headphones,Sony,348.2,4.7,459,"Headphone with Hi-Res Audio, Wireless, Comfort Fit",True
P0426,Apple Headphone 510,Headphones,Apple,335.24,4.4,363,"Headphone with Comfort Fit, Wireless, Hi-Res Audio",False
P0427,Sennheiser Headphone 215,Headphones,Sennheiser,277.1,4.5,63,"Headphone with Noise Cancelling, Comfort Fit",False
P0428,JBL Headphone 548,Headphones,JBL,218.94,4.1,323,"Headphone with Comfort Fit, Wireless",True
P0429,Bose Headphone 521,Headphones,Bose,219.08,4.4,345,"Headphone with Noise Cancelling, Comfort Fit, Wireless",True
P0430,Sony Headphone 885,Headphones,Sony,296.6,4.7,277,"Headphone with Hi-Res Audio, Comfort Fit",True
P0431,Sennheiser Headphone 454,Headphones,Sennheiser,281.6,4.1,15,"Headphone with Wireless, Hi-Res Audio, Noise Cancelling",True
P0432,JBL Headphone 990,Headphones,JBL,347.1,4.5,174,"Headphone with Noise Cancelling, Wireless",True
P0433,Apple Headphone 328,Headphones,Apple,389.55,4.3,245,"Headphone with Comfort Fit, Noise Cancelling, Hi-Res Audio",False
P0434,JBL Headphone 557,Headphones,JBL,206.83,4.3,62,"Headphone with Noise Cancelling, Wireless, Comfort Fit",False
P0435,Sennheiser Headphone 945,Headphones,Sennheiser,62.54,4.1,297,"Headphone with Hi-Res Audio, Comfort Fit",True
P0436,Sennheiser Headphone 155,Headphones,Sennheiser,382.62,4.2,296,"Headphone with Comfort Fit, Wireless",False
P0437,Apple Headphone 877,Headphones,Apple,300.57,4.4,191,"Headphone with Noise Cancelling, Wireless",True
P0438,JBL Headphone 146,Headphones,JBL,232.69,4.4,430,"Headphone with Comfort Fit, Noise Cancelling",False
P0439,Sony Headphone 223,Headphones,Sony,139.0,4.2,376,"Headphone with Wireless, Comfort Fit, Noise Cancelling",True
P0440,Sony Headphone 748,Headphones,Sony,315.0,4.3,347,"Headphone with Comfort Fit, Wireless",True
P0441,Sennheiser Headphone 666,Headphones,Sennheiser,51.52,4.2,364,"Headphone with Comfort Fit, Hi-Res Audio, Noise Cancelling",True
P0442,Bose Headphone 720,Headphones,Bose,86.24,4.5,150,"Headphone with Comfort Fit, Wireless, Noise Cancelling",False
P0443,Apple Headphone 236,Headphones,Apple,389.67,4.6,368,"Headphone with Comfort Fit, Hi-Res Audio",True
P0444,JBL Headphone 666,Headphones,JBL,351.25,4.4,329,"Headphone with Wireless, Noise Cancelling",True
P0445,Apple Headphone 827,Headphones,Apple,372.42,4.4,69,"Headphone with Hi-Res Audio, Comfort Fit",True
P0446,JBL Headphone 783,Headphones,JBL,218.13,4.1,277,"Headphone with Hi-Res Audio, Wireless, Noise Cancelling",True
P0447,Sony Headphone 157,Headphones,Sony,183.3,4.1,156,"Headphone with Hi-Res Audio, Noise Cancelling",True
P0448,Bose Headphone 402,Headphones,Bose,343.78,4.7,426,"Headphone with Noise Cancelling, Wireless",False
P0449,Sony Headphone 675,Headphones,Sony,265.64,4.7,271,"Headphone with Comfort Fit, Noise Cancelling",True
P0450,Sony Headphone 907,Headphones,Sony,374.27,4.5,113,"Headphone with Noise Cancelling, Comfort Fit, Wireless",False
P0451,Bose Headphone 763,Headphones,Bose,369.02,4.7,160,"Headphone with Wireless, Hi-Res Audio, Noise Cancelling",False
P0452,Bose Headphone 277,Headphones,Bose,394.21,4.3,229,"Headphone with Comfort Fit, Noise Cancelling",True
P0453,JBL Headphone 966,Headphones,JBL,142.48,3.9,373,"Headphone with Noise Cancelling, Wireless, Hi-Res Audio",True
P0454,Sony Headphone 152,Headphones,Sony,103.8,4.3,47,"Headphone with Comfort Fit, Hi-Res Audio, Wireless",True
P0455,JBL Headphone 169,Headphones,JBL,126.99,3.9,284,"Headphone with Comfort Fit, Hi-Res Audio",False
P0456,Sony Headphone 779,Headphones,Sony,172.29,4.6,121,"Headphone with Hi-Res Audio, Wireless, Comfort Fit",False
P0457,JBL Headphone 109,Headphones,JBL,338.29,4.6,133,"Headphone with Hi-Res Audio, Wireless",True
P0458,Sony Headphone 915,Headphones,Sony,288.89,4.5,286,"Headphone with Comfort Fit, Wireless",True
P0459,Sony Headphone 483,Headphones,Sony,368.97,4.8,469,"Headphone with Comfort Fit, Noise Cancelling, Wireless",True
